JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary
newLead Data Scientist,BOEING,"Bengaluru, Karnataka",Posted4 days ago,2022-02-06,Developing data visualization technique and implement data dashboards to enable interpretable representation of raw data as well as results of analysis.,
newPrincipal Data Scientist,IHS Markit,"Bengaluru, Karnataka",Posted2 days ago,2022-02-06,Understanding of data visualization principles and experience with data visualization tools.,
"DATA SCIENTIST, SMAI",Micron,"Hyderabad, Telangana",Posted9 days ago,2022-02-06,"Ability to extract data from different databases via SQL and other query languages and applying data cleansing, outlier identification, and missing data…",
"newManager, Data Engineer, CEMEA Visa Consulting and Analytics",Visa,"Bengaluru, Karnataka",PostedToday,2022-02-06,We are looking for an individual contributor with deep expertise in building large-scale data processing systems by using the latest database and data…,
Data Scientist,Kyndryl,"Bengaluru, Karnataka+1 location",Posted30+ days ago,2022-02-06,"Experience in using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.",
Lead Data Scientist,Qualys,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,"Experience with data cleansing, data engineering, data quality assessment, and using analytics for data assessment.",
Data Scientist - Data Technology,MSCI Inc,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Research and develop new data science methodologies applicable to several areas of data management life cycle.,
Data Analytics and Interpretation Application Developer,Accenture,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Technical Experience : 1 : Mandatory Skills: Python experience 2 : Must have experience in data science and data engineering 3: Good to have experience in…,
CCO Data Science AVP,Barclays,"Pune, Maharashtra+1 location",Posted11 days ago,2022-02-06,Identifying the relevant data points for the issue at hand; understand and extract the required portions quickly through optimised querying of our data storage…,
Chief Data Scientist,Entytle jobs,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Study data sources and find insights/correlations to investigate how data science can be used to solve existing and new business challenges.,
Data Scientist,Indicia Worldwide jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"The candidate will be adept at using data mining and science techniques to analyse large, structured, and unstructured data sets to find patterns and insights…",
Data Scientist,Autodesk,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Collaborate with data engineers’ team to create, maintain, and enhance data ingestion pipelines which gather data from various systems or sources.",
Data Scientist,Eli Lilly,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,The data scientist will transform data and information captured within legacy systems into value-added insights and actionable business decisions through the…,
Data And Analytics - CRL 2.0 Data Science,EY,"Kolkata, West Bengal+1 location",Posted24 days ago,2022-02-06,3-5 years of experience.,
Data Science Trainer,Badatya Private Limited jobs,"New Delhi, Delhi",EmployerActive 2 days ago,2022-02-06,Passionate about data and data-driven decision making.,"₹50,000 - ₹70,000 a month"
newAI/ML - 29981,Quinnox Consultancy Services Limited,"Bengaluru, Karnataka",Posted7 days ago,2022-02-06,"If you also have knowledge of data science and software engineering, we'd like to meet you.",
DG - Assistant Manager - Data Scientist,Genpact,"Bengaluru, Karnataka",Posted16 days ago,2022-02-06,"Experience using computer languages (Python, SQL, etc.) to manipulate data and draw insights from large data sets.",
Machine learning intern,Mavenai jobs,Remote,EmployerActive 5 days ago,2022-02-06,Work on statistical and exploratory data analysis.,
Customer Experience Strategy Data Scientist,Oracle,"Remote in Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Â€¢ Experience with unstructured data analysis, including text analytics.",
Senior Data Scientist,+1 location,"Pune, Maharashtra+1 location",Posted12 days ago,2022-02-06,"Experience in one or some of - statistical modelling, machine learning, data mining, unstructured data analytics, natural language processing.",
Senior Data Scientist,+1 location,"Pune, Maharashtra+1 location",Posted12 days ago,2022-02-06,"Experience in one or some of - statistical modelling, machine learning, data mining, unstructured data analytics, natural language processing.",
"Senior Executive, Data Scientist",NielsenIQ,"Vadodara, Gujarat",Posted30+ days ago,2022-02-06,Ability to leverage data to continuously improve recruiting practices.,
Data Scientist,TransUnion,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,"Experience with modern ""big data"" frameworks (Hadoop, Spark, cloud).",
Machine Learning Engineer,Quantiphi Inc jobs,"Remote in Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Build compliant architectures, understanding the security and compliance needs of data.","₹5,00,000 - ₹24,00,000 a year"
newMachine Learning / Algorithm Engineer,US Fair Group Inc jobs,"New Delhi, Delhi",Posted7 days ago,2022-02-06,Develop new big data pipeline tools for collection and analysis of data from the field.,
Data Scientist - Digital Customer Experience,Hewlett Packard Enterprise,"Bengaluru, Karnataka",Posted26 days ago,2022-02-06,HPE Pointnext “Digital Customer Experience” program is currently seeking highly qualified and motivated data evangelist candidates for a role as a data…,
Senior Data Scientist,Tekion jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"5+ years of hands-on experience with analytics, data science and big data experience in a business context.",
"Assistant Manager, Global Data Scientist",Unilever,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,"Proficient in using R, Python or any other data mining tools.",
Data Scientist,Exeliq Consulting jobs,"Kandivali, Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Creating solutions and products for leading representatives of different industries;,
Data Scientist,Merkle jobs,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Extract and process large quantities of data from data warehouses and other data marts in support of assignments.,
Data Scientist,Cervello Inc jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Analyze, manipulate, cleanse and validate data from a variety of data sources and platforms.",
Associate Data Scientist,BOEING,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,Developing data visualization technique and implement data dashboards to enable interpretable representation of raw data as well as results of analysis.,
Analyst - Data Scientist (Brand Analytics),AstraZeneca,"Chennai, Tamil Nadu",Posted30+ days ago,2022-02-06,Experience with IQVIA data sets.,
Data Scientist (Risk Analytics & Modeling),LoanXpress jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Manage large loan level and borrower level data used for risk and learning models.,
Data Scientist,torcai digital media jobs,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,"Perform Exploratory Data Analysis on large and complex data sets comprising of structured, semi-structured and unstructured data.",
Data scientist with R / Azure skills,Bosch Group,"Bengaluru, Karnataka",Posted12 days ago,2022-02-06,"Help customers build on-premise to Azure data pipelines, consult the customers with your knowledge in Azure migration scenarios.",
"newApplied Scientist II, Amazon Go",ADCI - Karnataka,"Bengaluru, Karnataka",Posted1 day ago,2022-02-06,"As a computer vision scientist, you will help solve a variety of technical challenges and mentor other engineers.",
Data Scientist I/II,Philips,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Knowledge of analyzing images, videos, time series data.",
Data Scientist - Spearline India Pvt. Ltd.,Spearline jobs,"Ahmedabad, Gujarat",Posted30+ days ago,2022-02-06,Assess the effectiveness of data sources and data-gathering techniques and improve data collection methods.,
"newManager, Data Scientist",Applied Materials Inc.,"Bengaluru, Karnataka",Posted3 days ago,2022-02-06,"Performs complex statistical and data-mining analysis, using statistical tools like R, SAS and MATlab input and design of data acquisition systems, data…",
Data Scientist - GoFood,GO-JEK jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Along with Product Managers, own the business outcomes/metrics driven by the data science model/algorithm.",
Data Scientist,Canum Infotech jobs,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Advocate, evangelize and build data-fueled products that help our customers grow in business.",
Data Scientist/Associate Data Scientist/Assistant Data Scien...,Donaldson jobs,"Gurgaon, Haryana",Posted30+ days ago,2022-02-06,"Lead architectures design, data source acquisition and analysis, data extraction, transformation etc.",
Data Scientist,IHS Markit,"Gurgaon, Haryana+1 location",Posted30+ days ago,2022-02-06,3+ years’ experience as a data scientist.,
Data Scientist I (Global Onco),Novartis,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,Works with senior data science team member to present analytical content concisely and effectively.,
newData Science Engineer,Texas Instruments,"Bengaluru, Karnataka",Posted2 days ago,2022-02-06,"Data Engineer - As a data engineer in the team, you will partner with various business teams to analyze massive sets of data generated by design and…",
Data Scientist - R,Citi,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,8 years of industry experience.,
Data Scientist,RedLotus jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Presenting information using data visualization techniques.,
Data Scientist,WinZO jobs,"New Delhi, Delhi",Posted30+ days ago,2022-02-06,"Interpret data, analyze results using statistical techniques and effectively communicate actionable.",
ML ENGINEER - FREELANCER,phAIdelta jobs,"Remote in Panaji, Goa",Posted30+ days ago,2022-02-06,"Primary responsibility will involve data preprocessing, model building, deployment and integration with other components of the application and performance…",
Senior Data Scientist,Ecolab,"Bengaluru, Karnataka+1 location",Posted9 days ago,2022-02-06,5+ Years professional experience in a data scientist/analyst role or similar.,
Senior Data Scientist/Senior Data Scientist,Bajaj FinServ,"Pune, Maharashtra",Posted30+ days ago,2022-02-06,Ability to quickly define and redefine workflows to ensure project timelines are met and quality ensured • Mastering of execution against product and…,
Data Scientist,Cerner Corporation,"Bengaluru, Karnataka",Posted30+ days ago,2022-02-06,"Propose new uses for existing data sets or sources, algorithms and predictive models.",
Data Scientist,RGF Professional Recruitment jobs,"Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Curate and connect external data sets for broad enterprise-wide analytic usage.,
newPrincipal Data & Applied Scientist,Microsoft,"Bengaluru, Karnataka+1 location",Posted4 days ago,2022-02-06,"Good organizational, analytical, data science skills and intuition.",
Associate - Data Analytics - AWM,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Posted30+ days ago,2022-02-06,Proficiency in building queries for extracting data from large data sets.,
Professional - Data Scientist / Analytics,Sutherland,"Hyderabad, Telangana",Posted30+ days ago,2022-02-06,3-6Yrs of experience in data analytics.,
CCB Risk - Digital Fraud Strategy Data Analytics - Associate,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Posted16 days ago,2022-02-06,Think analytically with the ability to synthesize large sets of data into the key themes.,
newProduct Onwer - Data Science,StatusNeo Technology Consulting jobs,"Gurgaon, Haryana",Posted3 days ago,2022-02-06,Turns data insights into products with actionable outcomes to the ultimate customer.,
